playerId,gameweek,name,minutes-played,team,opponent,clean-sheet,goals-scored,assists,yellow-cards,red-cards,bonus,total
381,1,Sigurdsson,90,SWA,MUN,0,1,1,0,0,3,13
460,1,Routledge,90,SWA,MUN,0,0,1,0,0,0,5
461,1,Dyer,66,SWA,MUN,0,0,0,1,0,0,1
465,1,Shelvey,90,SWA,MUN,0,0,0,1,0,0,1
471,1,Ki Sung-Yueng,90,SWA,MUN,0,1,0,1,0,2,8
537,1,Montero,24,SWA,MUN,0,0,0,0,0,0,1
146,1,Pienaar,80,EVE,LEI,0,0,1,0,0,1,6
147,1,Mirallas,10,EVE,LEI,0,0,0,0,0,0,1
148,1,McCarthy,90,EVE,LEI,0,0,0,0,0,0,2
149,1,McGeady,84,EVE,LEI,0,1,0,0,0,0,7
151,1,Barry,90,EVE,LEI,0,0,0,1,0,0,1
164,1,Quinn,51,HUL,QPR,0,0,1,0,0,0,4
166,1,Meyler,9,HUL,QPR,0,0,0,0,0,0,1
167,1,Elmohamady,90,HUL,QPR,1,0,0,0,0,0,3
169,1,Huddlestone,90,HUL,QPR,1,0,0,0,0,0,3
170,1,Livermore,90,HUL,QPR,1,0,0,0,0,0,3
172,1,Ince,81,HUL,QPR,1,0,0,0,0,0,3
173,1,Snodgrass,39,HUL,QPR,0,0,0,0,0,0,1
40,1,Delph,90,AVL,STK,1,0,0,0,0,0,3
41,1,N'Zogbia,70,AVL,STK,1,0,0,0,0,0,3
44,1,Westwood,90,AVL,STK,1,0,0,1,0,0,2
45,1,Bacuna,9,AVL,STK,0,0,0,0,0,0,1
49,1,Grealish,20,AVL,STK,0,0,0,0,0,0,1
51,1,Richardson,90,AVL,STK,1,0,0,0,0,0,3
243,1,Rodwell,67,SUN,WBA,0,0,0,0,0,0,2
429,1,Johnson,72,SUN,WBA,0,0,0,0,0,0,2
430,1,Cattermole,90,SUN,WBA,0,1,0,0,0,1,8
431,1,Larsson,90,SUN,WBA,0,1,0,0,0,2,9
439,1,Gómez,23,SUN,WBA,0,0,0,0,0,0,1
568,1,Buckley,18,SUN,WBA,0,0,0,0,0,0,1
378,1,Lennon,60,TOT,WHU,1,0,0,0,0,0,3
383,1,Townsend,30,TOT,WHU,0,0,0,0,0,0,1
385,1,Capoue,90,TOT,WHU,1,0,0,0,0,0,3
386,1,Lamela,60,TOT,WHU,1,0,0,0,0,0,3
387,1,Eriksen,90,TOT,WHU,1,0,0,0,0,0,3
388,1,Bentaleb,90,TOT,WHU,1,0,0,0,0,0,3
391,1,Holtby,30,TOT,WHU,0,0,0,0,0,0,1
